t,gyro_z,RF_rpm,RF_cur,FL_rpm,FL_cur,RR_rpm,RR_cur,RL_rpm,RL_cur
2.3452,0.0777,3,19.296875,102,6.42578125,22,18.953125,88,7.5859375
2.3504,0.0777,3,19.296875,102,6.42578125,22,18.953125,88,7.5859375
2.3523,0.0777,3,19.296875,85,3.623046875,22,18.953125,73,4.296875
2.3573,-0.0024,3,19.296875,85,3.623046875,22,18.953125,73,4.296875
2.3626,-0.0024,0,22.453125,85,3.623046875,22,21.625,73,4.296875
2.3659,-0.0389,0,22.453125,85,3.623046875,22,21.625,73,4.296875
2.3704,-0.0389,0,22.453125,85,3.623046875,22,21.625,73,4.296875
2.3736,-0.0389,0,22.453125,46,-0.112548828125,22,21.625,32,-0.07525634765625
2.3762,-0.0882,0,22.453125,46,-0.112548828125,22,21.625,32,-0.07525634765625
2.3832,-0.0882,5,22.359375,46,-0.112548828125,-5,21.5,32,-0.07525634765625
2.3877,-0.1402,5,22.359375,46,-0.112548828125,-5,21.5,32,-0.07525634765625
2.3885,-0.1402,5,22.359375,46,-0.112548828125,-5,21.5,32,-0.07525634765625
2.3936,-0.1402,5,22.359375,42,0.483154296875,-5,21.5,-7,2.2421875
2.3965,-0.1297,5,22.359375,42,0.483154296875,-5,21.5,-7,2.2421875
2.4038,-0.1297,18,22.375,42,0.483154296875,-27,19.421875,-7,2.2421875
2.4054,-0.0608,18,22.375,42,0.483154296875,-27,19.421875,-7,2.2421875
2.4093,-0.0608,18,22.375,42,0.483154296875,-27,19.421875,-7,2.2421875
2.4129,-0.0608,18,22.375,-7,7.51171875,-27,19.421875,9,6.0
2.4166,0.0547,18,22.375,-7,7.51171875,-27,19.421875,9,6.0
2.4233,0.0547,1,17.21875,-7,7.51171875,-73,13.984375,9,6.0
2.4262,0.0545,1,17.21875,-7,7.51171875,-73,13.984375,9,6.0
2.4288,0.0545,1,17.21875,-7,7.51171875,-73,13.984375,9,6.0
2.4345,0.0545,1,17.21875,-2,5.75390625,-73,13.984375,15,4.78125
2.4383,0.0545,1,17.21875,-2,5.75390625,-73,13.984375,15,4.78125
2.4409,0.0545,0,15.9921875,-2,5.75390625,-104,8.53125,15,4.78125
2.4457,0.0618,0,15.9921875,-2,5.75390625,-104,8.53125,15,4.78125
2.4493,0.0618,0,15.9921875,-2,5.75390625,-104,8.53125,15,4.78125
